Tarikh,Negeri,Kes Baharu,Kes Keseluruhan,Kematian Baharu,Kematian Keseluruhan,Populasi Dewasa,Peratus Populasi Dewasa,Menerima Dos Pertama,Menerima Dos Kedua,Kumpulan Keutamaan yang Berdaftar,Peratusan Vaksinasi %,Jumlah Belum Berdaftar
2020-12-08,Putrajaya,1,212,0,1,,,,,,,
2020-12-08,Labuan,0,1404,0,6,,,,,,,
2020-12-09,Perlis,0,44,0,1,,,,,,,
2020-12-09,Kedah,16,2757,0,11,,,,,,,
2020-12-09,Pulau Pinang,29,2445,0,5,,,,,,,
2020-12-09,Perak,33,2168,0,15,,,,,,,
2020-12-09,Selangor,277,17532,0,24,,,,,,,
2020-12-09,Negeri Sembilan,33,6055,0,9,,,,,,,
2020-12-09,Melaka,2,401,0,5,,,,,,,
2020-12-09,Johor,100,2193,2,28,,,,,,,
2020-12-09,Pahang,119,582,0,7,,,,,,,
2020-12-09,Terengganu,0,239,0,1,,,,,,,
2020-12-09,Kelantan,17,460,0,4,,,,,,,
2020-12-09,Sabah,203,31260,2,226,,,,,,,
2020-12-09,Sarawak,0,1072,0,19,,,,,,,
2020-12-09,Kuala Lumpur,129,7440,1,28,,,,,,,
2020-12-09,Putrajaya,0,212,0,1,,,,,,,
2020-12-09,Labuan,1,1405,0,6,,,,,,,
2020-12-10,Perlis,0,44,0,1,,,,,,,
2020-12-10,Kedah,14,2771,0,11,,,,,,,
2020-12-10,Pulau Pinang,42,2487,0,5,,,,,,,
2020-12-10,Perak,115,2283,0,15,,,,,,,
2020-12-10,Selangor,1428,18960,0,24,,,,,,,
2020-12-10,Negeri Sembilan,67,6122,0,9,,,,,,,
2020-12-10,Melaka,5,406,0,5,,,,,,,
2020-12-10,Johor,100,2293,0,28,,,,,,,
2020-12-10,Pahang,45,627,0,7,,,,,,,
2020-12-10,Terengganu,3,242,0,1,,,,,,,
2020-12-10,Kelantan,3,463,0,4,,,,,,,
2020-12-10,Sabah,274,31534,2,228,,,,,,,
2020-12-10,Sarawak,1,1073,0,19,,,,,,,
2020-12-10,Kuala Lumpur,136,7576,0,28,,,,,,,
2020-12-10,Putrajaya,1,213,0,1,,,,,,,
2020-12-10,Labuan,0,1405,1,7,,,,,,,
2020-12-11,Perlis,0,44,0,1,,,,,,,
2020-12-11,Kedah,22,2793,0,11,,,,,,,
2020-12-11,Pulau Pinang,34,2521,1,6,,,,,,,
2020-12-11,Perak,12,2295,0,15,,,,,,,
2020-12-11,Selangor,829,19789,0,24,,,,,,,
2020-12-11,Negeri Sembilan,64,6186,0,9,,,,,,,
2020-12-11,Melaka,5,411,0,5,,,,,,,
2020-12-11,Johor,69,2362,0,28,,,,,,,
2020-12-11,Pahang,96,723,0,7,,,,,,,
2020-12-11,Terengganu,2,244,0,1,,,,,,,
2020-12-11,Kelantan,2,465,0,4,,,,,,,
2020-12-11,Sabah,532,32066,5,233,,,,,,,
2020-12-11,Sarawak,1,1074,0,19,,,,,,,
2020-12-11,Kuala Lumpur,132,7708,0,28,,,,,,,
2020-12-11,Putrajaya,2,215,0,1,,,,,,,
2020-12-11,Labuan,8,1413,0,7,,,,,,,
2020-12-12,Perlis,0,44,0,1,,,,,,,
2020-12-12,Kedah,16,2809,0,11,,,,,,,
2020-12-12,Pulau Pinang,102,2623,1,7,,,,,,,
2020-12-12,Perak,62,2357,0,15,,,,,,,
2020-12-12,Selangor,823,20612,1,25,,,,,,,
2020-12-12,Negeri Sembilan,49,6235,0,9,,,,,,,
2020-12-12,Melaka,15,426,0,5,,,,,,,
2020-12-12,Johor,105,2467,3,31,,,,,,,
2020-12-12,Pahang,79,802,0,7,,,,,,,
2020-12-12,Terengganu,6,250,0,1,,,,,,,
2020-12-12,Kelantan,1,466,0,4,,,,,,,
2020-12-12,Sabah,429,32495,4,237,,,,,,,
2020-12-12,Sarawak,1,1075,0,19,,,,,,,
2020-12-12,Kuala Lumpur,238,7946,0,28,,,,,,,
2020-12-12,Putrajaya,0,215,0,1,,,,,,,
2020-12-12,Labuan,11,1424,0,7,,,,,,,
2020-12-13,Perlis,1,45,0,1,,,,,,,
2020-12-13,Kedah,13,2822,0,11,,,,,,,
2020-12-13,Pulau Pinang,26,2649,0,7,,,,,,,
2020-12-13,Perak,105,2462,0,15,,,,,,,
2020-12-13,Selangor,435,21047,2,27,,,,,,,
2020-12-13,Negeri Sembilan,29,6264,1,10,,,,,,,
2020-12-13,Melaka,7,433,0,5,,,,,,,
2020-12-13,Johor,103,2570,0,31,,,,,,,
2020-12-13,Pahang,28,830,0,7,,,,,,,
2020-12-13,Terengganu,12,262,0,1,,,,,,,
2020-12-13,Kelantan,0,466,1,5,,,,,,,
2020-12-13,Sabah,333,32828,0,237,,,,,,,
2020-12-13,Sarawak,0,1075,0,19,,,,,,,
2020-12-13,Kuala Lumpur,131,8077,0,28,,,,,,,
2020-12-13,Putrajaya,0,215,0,1,,,,,,,
2020-12-13,Labuan,6,1430,0,7,,,,,,,
2020-12-14,Perlis,0,45,0,1,,,,,,,
2020-12-14,Kedah,5,2827,0,11,,,,,,,
2020-12-14,Pulau Pinang,31,2680,0,7,,,,,,,
2020-12-14,Perak,62,2524,1,16,,,,,,,
2020-12-14,Selangor,532,21579,0,27,,,,,,,
2020-12-14,Negeri Sembilan,260,6524,0,10,,,,,,,
2020-12-14,Melaka,1,434,0,5,,,,,,,
2020-12-14,Johor,45,2615,0,31,,,,,,,
2020-12-14,Pahang,0,830,0,7,,,,,,,
2020-12-14,Terengganu,9,271,0,1,,,,,,,
2020-12-14,Kelantan,2,468,0,5,,,,,,,
2020-12-14,Sabah,283,33111,2,239,,,,,,,
2020-12-14,Sarawak,0,1075,0,19,,,,,,,
2020-12-14,Kuala Lumpur,124,8201,0,28,,,,,,,
2020-12-14,Putrajaya,1,216,0,1,,,,,,,
2020-12-14,Labuan,16,1446,1,8,,,,,,,
2020-12-15,Perlis,0,45,0,1,,,,,,,
2020-12-15,Kedah,20,2847,0,11,,,,,,,
2020-12-15,Pulau Pinang,34,2714,0,7,,,,,,,
2020-12-15,Perak,110,2634,0,16,,,,,,,
2020-12-15,Selangor,503,22082,0,27,,,,,,,
2020-12-15,Negeri Sembilan,67,6591,0,10,,,,,,,
2020-12-15,Melaka,5,439,0,5,,,,,,,
2020-12-15,Johor,48,2663,0,31,,,,,,,
2020-12-15,Pahang,8,838,0,7,,,,,,,
2020-12-15,Terengganu,7,278,0,1,,,,,,,
2020-12-15,Kelantan,3,471,0,5,,,,,,,
2020-12-15,Sabah,260,33371,3,242,,,,,,,
2020-12-15,Sarawak,0,1075,0,19,,,,,,,
2020-12-15,Kuala Lumpur,696,8897,0,28,,,,,,,
2020-12-15,Putrajaya,0,216,0,1,,,,,,,
2020-12-15,Labuan,11,1457,0,8,,,,,,,
2020-12-16,Perlis,0,45,0,1,,,,,,,
2020-12-16,Kedah,9,2856,0,11,,,,,,,
2020-12-16,Pulau Pinang,69,2783,0,7,,,,,,,
2020-12-16,Perak,35,2669,0,16,,,,,,,
2020-12-16,Selangor,481,22563,1,28,,,,,,,
2020-12-16,Negeri Sembilan,60,6651,0,10,,,,,,,
2020-12-16,Melaka,14,453,0,5,,,,,,,
2020-12-16,Johor,105,2768,0,31,,,,,,,
2020-12-16,Pahang,13,851,0,7,,,,,,,
2020-12-16,Terengganu,1,279,0,1,,,,,,,
2020-12-16,Kelantan,1,472,1,6,,,,,,,
2020-12-16,Sabah,268,33693,5,247,,,,,,,
2020-12-16,Sarawak,0,1075,0,19,,,,,,,
2020-12-16,Kuala Lumpur,232,9129,0,28,,,,,,,
2020-12-16,Putrajaya,4,220,0,1,,,,,,,
2020-12-16,Labuan,3,1460,0,8,,,,,,,
2020-12-17,Perlis,0,45,0,1,,,,,,,
2020-12-17,Kedah,9,2865,0,11,,,,,,,
2020-12-17,Pulau Pinang,80,2863,0,7,,,,,,,
2020-12-17,Perak,41,2710,0,16,,,,,,,
2020-12-17,Selangor,368,22931,0,28,,,,,,,
2020-12-17,Negeri Sembilan,33,6684,0,10,,,,,,,
2020-12-17,Melaka,98,551,0,5,,,,,,,
2020-12-17,Johor,67,2835,1,32,,,,,,,
2020-12-17,Pahang,4,855,0,7,,,,,,,
2020-12-17,Terengganu,2,281,0,1,,,,,,,
2020-12-17,Kelantan,10,482,0,6,,,,,,,
2020-12-17,Sabah,184,33823,2,249,,,,,,,
2020-12-17,Sarawak,9,1084,0,19,,,,,,,
2020-12-17,Kuala Lumpur,297,9426,0,28,,,,,,,
2020-12-17,Putrajaya,2,222,0,1,,,,,,,
2020-12-17,Labuan,16,1476,0,8,,,,,,,
2020-12-18,Perlis,0,45,0,1,,,,,,,
2020-12-18,Kedah,4,2869,0,11,,,,,,,
2020-12-18,Pulau Pinang,37,2900,0,7,,,,,,,
2020-12-18,Perak,65,2775,0,16,,,,,,,
2020-12-18,Selangor,692,23623,0,28,,,,,,,
2020-12-18,Negeri Sembilan,174,6858,0,10,,,,,,,
2020-12-18,Melaka,140,691,0,5,,,,,,,
2020-12-18,Johor,77,2912,0,32,,,,,,,
2020-12-18,Pahang,6,861,0,7,,,,,,,
2020-12-18,Terengganu,4,285,0,1,,,,,,,
2020-12-18,Kelantan,1,483,0,6,,,,,,,
2020-12-18,Sabah,260,34083,0,249,,,,,,,
2020-12-18,Sarawak,1,1085,0,19,,,,,,,
2020-12-18,Kuala Lumpur,197,9623,0,28,,,,,,,
2020-12-18,Putrajaya,6,228,0,1,,,,,,,
2020-12-18,Labuan,19,1495,0,8,,,,,,,
2020-12-19,Perlis,0,45,0,1,,,,,,,
2020-12-19,Kedah,13,2882,0,11,,,,,,,
2020-12-19,Pulau Pinang,30,2930,1,8,,,,,,,
2020-12-19,Perak,82,2857,0,16,,,,,,,
2020-12-19,Selangor,401,24024,0,28,,,,,,,
2020-12-19,Negeri Sembilan,18,6876,0,10,,,,,,,
2020-12-19,Melaka,3,694,0,5,,,,,,,
2020-12-19,Johor,75,2987,0,32,,,,,,,
2020-12-19,Pahang,16,877,0,7,,,,,,,
2020-12-19,Terengganu,0,285,0,1,,,,,,,
2020-12-19,Kelantan,10,493,0,6,,,,,,,
2020-12-19,Sabah,199,34282,0,249,,,,,,,
2020-12-19,Sarawak,2,1087,0,19,,,,,,,
2020-12-19,Kuala Lumpur,281,9904,0,28,,,,,,,
2020-12-19,Putrajaya,4,232,0,1,,,,,,,
2020-12-19,Labuan,19,1514,0,8,,,,,,,
2020-12-20,Perlis,0,45,0,1,,,,,,,
2020-12-20,Kedah,6,2888,0,11,,,,,,,
2020-12-20,Pulau Pinang,30,2960,1,9,,,,,,,
2020-12-20,Perak,10,2867,0,16,,,,,,,
2020-12-20,Selangor,441,24465,1,29,,,,,,,
2020-12-20,Negeri Sembilan,169,7045,0,10,,,,,,,
2020-12-20,Melaka,1,695,0,5,,,,,,,
2020-12-20,Johor,156,3143,0,32,,,,,,,
2020-12-20,Pahang,12,889,0,7,,,,,,,
2020-12-20,Terengganu,2,287,0,1,,,,,,,
2020-12-20,Kelantan,1,494,0,6,,,,,,,
2020-12-20,Sabah,196,34478,2,251,,,,,,,
2020-12-20,Sarawak,3,1090,0,19,,,,,,,
2020-12-20,Kuala Lumpur,284,10188,0,28,,,,,,,
2020-12-20,Putrajaya,2,234,0,1,,,,,,,
2020-12-20,Labuan,27,1541,0,8,,,,,,,
2020-12-21,Perlis,0,45,0,1,,,,,,,
2020-12-21,Kedah,3,2891,0,11,,,,,,,
2020-12-21,Pulau Pinang,18,2978,0,9,,,,,,,
2020-12-21,Perak,21,2888,0,16,,,,,,,
2020-12-21,Selangor,1204,25669,0,29,,,,,,,
2020-12-21,Negeri Sembilan,58,7103,0,10,,,,,,,
2020-12-21,Melaka,9,704,0,5,,,,,,,
2020-12-21,Johor,278,3421,0,32,,,,,,,
2020-12-21,Pahang,12,901,0,7,,,,,,,
2020-12-21,Terengganu,1,288,0,1,,,,,,,
2020-12-21,Kelantan,6,500,0,6,,,,,,,
2020-12-21,Sabah,247,34725,1,252,,,,,,,
2020-12-21,Sarawak,0,1090,0,19,,,,,,,
2020-12-21,Kuala Lumpur,127,10315,0,28,,,,,,,
2020-12-21,Putrajaya,5,239,0,1,,,,,,,
2020-12-21,Labuan,29,1570,0,8,,,,,,,
2020-12-22,Perlis,0,45,0,1,,,,,,,
2020-12-22,Kedah,5,2896,0,11,,,,,,,
2020-12-22,Pulau Pinang,23,3001,0,9,,,,,,,
2020-12-22,Perak,17,2905,0,16,,,,,,,
2020-12-22,Selangor,1014,26683,0,29,,,,,,,
2020-12-22,Negeri Sembilan,57,7160,0,10,,,,,,,
2020-12-22,Melaka,9,713,0,5,,,,,,,
2020-12-22,Johor,167,3588,0,32,,,,,,,
2020-12-22,Pahang,6,907,0,7,,,,,,,
2020-12-22,Terengganu,0,288,0,1,,,,,,,
2020-12-22,Kelantan,4,504,0,6,,,,,,,
2020-12-22,Sabah,252,34977,0,252,,,,,,,
2020-12-22,Sarawak,0,1090,0,19,,,,,,,
2020-12-22,Kuala Lumpur,504,10819,0,28,,,,,,,
2020-12-22,Putrajaya,2,241,0,1,,,,,,,
2020-12-22,Labuan,2,1572,1,9,,,,,,,
2020-12-23,Perlis,0,45,0,1,,,,,,,
2020-12-23,Kedah,14,2910,0,11,,,,,,,
2020-12-23,Pulau Pinang,43,3044,0,9,,,,,,,
2020-12-23,Perak,8,2913,0,16,,,,,,,
2020-12-23,Selangor,535,27218,2,31,,,,,,,
2020-12-23,Negeri Sembilan,31,7191,1,11,,,,,,,
2020-12-23,Melaka,124,837,0,5,,,,,,,
2020-12-23,Johor,118,3706,0,32,,,,,,,
2020-12-23,Pahang,45,952,0,7,,,,,,,
2020-12-23,Terengganu,1,289,0,1,,,,,,,
2020-12-23,Kelantan,4,508,0,6,,,,,,,
2020-12-23,Sabah,189,35166,1,253,,,,,,,
2020-12-23,Sarawak,4,1094,0,19,,,,,,,
2020-12-23,Kuala Lumpur,226,11045,1,29,,,,,,,
2020-12-23,Putrajaya,4,245,0,1,,,,,,,
2020-12-23,Labuan,2,1574,0,9,,,,,,,
2020-12-24,Perlis,0,45,0,1,,,,,,,
2020-12-24,Kedah,4,2914,0,11,,,,,,,
2020-12-24,Pulau Pinang,37,3081,0,9,,,,,,,
2020-12-24,Perak,26,2939,0,16,,,,,,,
2020-12-24,Selangor,491,27709,0,31,,,,,,,
2020-12-24,Negeri Sembilan,144,7335,0,11,,,,,,,
2020-12-24,Melaka,76,913,0,5,,,,,,,
2020-12-24,Johor,115,3821,0,32,,,,,,,
2020-12-24,Pahang,12,964,0,7,,,,,,,
2020-12-24,Terengganu,7,296,0,1,,,,,,,
2020-12-24,Kelantan,9,517,0,6,,,,,,,
2020-12-24,Sabah,249,35415,2,255,,,,,,,
2020-12-24,Sarawak,2,1096,0,19,,,,,,,
2020-12-24,Kuala Lumpur,379,11424,0,29,,,,,,,
2020-12-24,Putrajaya,4,249,0,1,,,,,,,
2020-12-24,Labuan,26,1600,0,9,,,,,,,
2020-12-25,Perlis,0,45,0,1,,,,,,,
2020-12-25,Kedah,0,2914,0,11,,,,,,,
2020-12-25,Pulau Pinang,25,3106,0,9,,,,,,,
2020-12-25,Perak,55,2994,0,16,,,,,,,
2020-12-25,Selangor,461,28170,1,32,,,,,,,
2020-12-25,Negeri Sembilan,89,7424,0,11,,,,,,,
2020-12-25,Melaka,14,927,0,5,,,,,,,
2020-12-25,Johor,205,4026,0,32,,,,,,,
2020-12-25,Pahang,11,975,0,7,,,,,,,
2020-12-25,Terengganu,0,296,0,1,,,,,,,
2020-12-25,Kelantan,4,521,0,6,,,,,,,
2020-12-25,Sabah,225,35640,2,257,,,,,,,
2020-12-25,Sarawak,3,1099,0,19,,,,,,,
2020-12-25,Kuala Lumpur,140,11564,0,29,,,,,,,
2020-12-25,Putrajaya,7,256,0,1,,,,,,,
2020-12-25,Labuan,8,1608,0,9,,,,,,,
2020-12-26,Perlis,1,46,0,1,,,,,,,
2020-12-26,Kedah,16,2930,0,11,,,,,,,
2020-12-26,Pulau Pinang,58,3164,0,9,,,,,,,
2020-12-26,Perak,26,3020,0,16,,,,,,,
2020-12-26,Selangor,710,28880,0,32,,,,,,,
2020-12-26,Negeri Sembilan,33,7457,0,11,,,,,,,
2020-12-26,Melaka,5,932,1,6,,,,,,,
2020-12-26,Johor,412,4438,0,32,,,,,,,
2020-12-26,Pahang,19,994,0,7,,,,,,,
2020-12-26,Terengganu,0,296,0,1,,,,,,,
2020-12-26,Kelantan,54,575,0,6,,,,,,,
2020-12-26,Sabah,248,35888,1,258,,,,,,,
2020-12-26,Sarawak,6,1105,0,19,,,,,,,
2020-12-26,Kuala Lumpur,728,12292,0,29,,,,,,,
2020-12-26,Putrajaya,3,259,0,1,,,,,,,
2020-12-26,Labuan,16,1624,0,9,,,,,,,
2020-12-27,Perlis,0,46,0,1,,,,,,,
2020-12-27,Kedah,27,2957,0,11,,,,,,,
2020-12-27,Pulau Pinang,37,3201,0,9,,,,,,,
2020-12-27,Perak,30,3050,0,16,,,,,,,
2020-12-27,Selangor,392,29272,0,32,,,,,,,
2020-12-27,Negeri Sembilan,39,7496,0,11,,,,,,,
2020-12-27,Melaka,23,955,0,6,,,,,,,
2020-12-27,Johor,194,4632,0,32,,,,,,,
2020-12-27,Pahang,9,1003,0,7,,,,,,,
2020-12-27,Terengganu,5,301,0,1,,,,,,,
2020-12-27,Kelantan,31,606,0,6,,,,,,,
2020-12-27,Sabah,186,36074,1,259,,,,,,,
2020-12-27,Sarawak,3,1108,0,19,,,,,,,
2020-12-27,Kuala Lumpur,202,12494,0,29,,,,,,,
2020-12-27,Putrajaya,6,265,0,1,,,,,,,
2020-12-27,Labuan,12,1636,0,9,,,,,,,
2020-12-28,Perlis,0,46,0,1,,,,,,,
2020-12-28,Kedah,12,2969,0,11,,,,,,,
2020-12-28,Pulau Pinang,69,3270,0,9,,,,,,,
2020-12-28,Perak,47,3097,0,16,,,,,,,
2020-12-28,Selangor,697,29969,2,34,,,,,,,
2020-12-28,Negeri Sembilan,160,7656,0,11,,,,,,,
2020-12-28,Melaka,14,969,0,6,,,,,,,
2020-12-28,Johor,191,4823,0,32,,,,,,,
2020-12-28,Pahang,11,1014,0,7,,,,,,,
2020-12-28,Terengganu,3,304,0,1,,,,,,,
2020-12-28,Kelantan,28,634,0,6,,,,,,,
2020-12-28,Sabah,157,36231,1,260,,,,,,,
2020-12-28,Sarawak,2,1110,0,19,,,,,,,
2020-12-28,Kuala Lumpur,194,12690,0,29,,,,,,,
2020-12-28,Putrajaya,9,274,0,1,,,,,,,
2020-12-28,Labuan,0,1636,0,9,,,,,,,
2020-12-29,Perlis,0,46,0,1,,,,,,,
2020-12-29,Kedah,8,2977,0,11,,,,,,,
2020-12-29,Pulau Pinang,57,3327,0,9,,,,,,,
2020-12-29,Perak,17,3114,0,16,,,,,,,
2020-12-29,Selangor,747,30716,0,34,,,,,,,
2020-12-29,Negeri Sembilan,60,7716,0,11,,,,,,,
2020-12-29,Melaka,9,978,0,6,,,,,,,
2020-12-29,Johor,110,4933,0,32,,,,,,,
2020-12-29,Pahang,288,1302,0,7,,,,,,,
2020-12-29,Terengganu,2,306,0,1,,,,,,,
2020-12-29,Kelantan,31,665,1,7,,,,,,,
2020-12-29,Sabah,230,36461,0,260,,,,,,,
2020-12-29,Sarawak,4,1114,0,19,,,,,,,
2020-12-29,Kuala Lumpur,360,13048,0,29,,,,,,,
2020-12-29,Putrajaya,2,276,1,2,,,,,,,
2020-12-29,Labuan,0,1636,0,9,,,,,,,
2020-12-30,Perlis,0,46,0,1,,,,,,,
2020-12-30,Kedah,23,3000,0,11,,,,,,,
2020-12-30,Pulau Pinang,69,3396,0,9,,,,,,,
2020-12-30,Perak,48,3162,0,16,,,,,,,
2020-12-30,Selangor,472,31188,1,35,,,,,,,
2020-12-30,Negeri Sembilan,34,7750,0,11,,,,,,,
2020-12-30,Melaka,8,986,0,6,,,,,,,
2020-12-30,Johor,607,5540,1,33,,,,,,,
2020-12-30,Pahang,48,1350,0,7,,,,,,,
2020-12-30,Terengganu,2,308,0,1,,,,,,,
2020-12-30,Kelantan,56,721,0,7,,,,,,,
2020-12-30,Sabah,280,36741,4,264,,,,,,,
2020-12-30,Sarawak,1,1115,0,19,,,,,,,
2020-12-30,Kuala Lumpur,219,13267,0,29,,,,,,,
2020-12-30,Putrajaya,1,277,0,2,,,,,,,
2020-12-30,Labuan,2,1638,0,9,,,,,,,
2020-12-31,Perlis,0,46,0,1,,,,,,,
2020-12-31,Kedah,24,3024,1,12,,,,,,,
2020-12-31,Pulau Pinang,92,3488,0,9,,,,,,,
2020-12-31,Perak,33,3195,0,16,,,,,,,
2020-12-31,Selangor,1205,32393,3,38,,,,,,,
2020-12-31,Negeri Sembilan,78,7828,1,12,,,,,,,
2020-12-31,Melaka,239,1225,0,6,,,,,,,
2020-12-31,Johor,194,5734,2,35,,,,,,,
2020-12-31,Pahang,15,1365,0,7,,,,,,,
2020-12-31,Terengganu,17,325,0,1,,,,,,,
2020-12-31,Kelantan,37,758,1,8,,,,,,,
2020-12-31,Sabah,299,37040,0,264,,,,,,,
2020-12-31,Sarawak,2,1117,0,19,,,,,,,
2020-12-31,Kuala Lumpur,222,13489,0,29,,,,,,,
2020-12-31,Putrajaya,5,282,0,2,,,,,,,
2020-12-31,Labuan,63,1701,0,9,,,,,,,
2021-01-01,Perlis,0,46,0,1,,,,,,,
2021-01-01,Kedah,20,3044,0,12,,,,,,,
2021-01-01,Pulau Pinang,226,3714,0,9,,,,,,,
2021-01-01,Perak,51,3246,0,16,,,,,,,
2021-01-01,Selangor,776,33169,1,39,,,,,,,
2021-01-01,Negeri Sembilan,51,7879,1,13,,,,,,,
2021-01-01,Melaka,23,1248,0,6,,,,,,,
2021-01-01,Johor,112,5846,0,35,,,,,,,
2021-01-01,Pahang,16,1381,0,7,,,,,,,
2021-01-01,Terengganu,14,339,0,1,,,,,,,
2021-01-01,Kelantan,53,811,0,8,,,,,,,
2021-01-01,Sabah,254,37294,0,264,,,,,,,
2021-01-01,Sarawak,8,1125,0,19,,,,,,,
2021-01-01,Kuala Lumpur,457,13946,1,30,,,,,,,
2021-01-01,Putrajaya,4,286,0,2,,,,,,,
2021-01-01,Labuan,3,1704,0,9,,,,,,,
2021-01-02,Perlis,0,46,0,1,,,,,,,
2021-01-02,Kedah,47,3091,0,12,,,,,,,
2021-01-02,Pulau Pinang,288,4002,0,9,,,,,,,
2021-01-02,Perak,12,3258,1,17,,,,,,,
2021-01-02,Selangor,638,33807,2,41,,,,,,,
2021-01-02,Negeri Sembilan,131,8010,2,15,,,,,,,
2021-01-02,Melaka,95,1343,0,6,,,,,,,
2021-01-02,Johor,580,6426,0,35,,,,,,,
2021-01-02,Pahang,29,1410,0,7,,,,,,,
2021-01-02,Terengganu,16,355,0,1,,,,,,,
2021-01-02,Kelantan,26,837,1,9,,,,,,,
2021-01-02,Sabah,259,37553,1,265,,,,,,,
2021-01-02,Sarawak,5,1130,0,19,,,,,,,
2021-01-02,Kuala Lumpur,156,14102,2,32,,,,,,,
2021-01-02,Putrajaya,12,298,0,2,,,,,,,
2021-01-02,Labuan,1,1705,0,9,,,,,,,
2021-01-03,Perlis,0,46,0,1,,,,,,,
2021-01-03,Kedah,53,3144,1,13,,,,,,,
2021-01-03,Pulau Pinang,103,4105,0,9,,,,,,,
2021-01-03,Perak,75,3333,0,17,,,,,,,
2021-01-03,Selangor,673,34480,6,47,,,,,,,
2021-01-03,Negeri Sembilan,72,8082,0,15,,,,,,,
2021-01-03,Melaka,6,1349,0,6,,,,,,,
2021-01-03,Johor,179,6605,2,37,,,,,,,
2021-01-03,Pahang,21,1431,0,7,,,,,,,
2021-01-03,Terengganu,4,359,0,1,,,,,,,
2021-01-03,Kelantan,47,884,0,9,,,,,,,
2021-01-03,Sabah,316,37869,2,267,,,,,,,
2021-01-03,Sarawak,10,1140,0,19,,,,,,,
2021-01-03,Kuala Lumpur,112,14214,0,32,,,,,,,
2021-01-03,Putrajaya,17,315,0,2,,,,,,,
2021-01-03,Labuan,16,1721,0,9,,,,,,,
2021-01-04,Perlis,1,47,0,1,,,,,,,
2021-01-04,Kedah,45,3189,0,13,,,,,,,
2021-01-04,Pulau Pinang,55,4160,0,9,,,,,,,
2021-01-04,Perak,34,3367,0,17,,,,,,,
2021-01-04,Selangor,687,35167,1,48,,,,,,,
2021-01-04,Negeri Sembilan,56,8138,0,15,,,,,,,
2021-01-04,Melaka,34,1383,0,6,,,,,,,
2021-01-04,Johor,295,6900,2,39,,,,,,,
2021-01-04,Pahang,12,1443,1,8,,,,,,,
2021-01-04,Terengganu,4,363,0,1,,,,,,,
2021-01-04,Kelantan,50,934,0,9,,,,,,,
2021-01-04,Sabah,303,38172,3,270,,,,,,,
2021-01-04,Sarawak,8,1148,0,19,,,,,,,
2021-01-04,Kuala Lumpur,150,14364,0,32,,,,,,,
2021-01-04,Putrajaya,6,321,0,2,,,,,,,
2021-01-04,Labuan,1,1722,0,9,,,,,,,
2021-01-05,Perlis,0,47,0,1,,,,,,,
2021-01-05,Kedah,47,3236,0,13,,,,,,,
2021-01-05,Pulau Pinang,60,4220,0,9,,,,,,,
2021-01-05,Perak,25,3392,1,18,,,,,,,
2021-01-05,Selangor,509,35676,2,50,,,,,,,
2021-01-05,Negeri Sembilan,98,8236,0,15,,,,,,,
2021-01-05,Melaka,21,1404,0,6,,,,,,,
2021-01-05,Johor,428,7328,0,39,,,,,,,
2021-01-05,Pahang,25,1468,0,8,,,,,,,
2021-01-05,Terengganu,13,376,0,1,,,,,,,
2021-01-05,Kelantan,42,976,0,9,,,,,,,
2021-01-05,Sabah,383,38555,5,275,,,,,,,
2021-01-05,Sarawak,13,1161,0,19,,,,,,,
2021-01-05,Kuala Lumpur,313,14677,0,32,,,,,,,
2021-01-05,Putrajaya,13,334,0,2,,,,,,,
2021-01-05,Labuan,37,1759,0,9,,,,,,,
2021-01-06,Perlis,0,47,0,1,,,,,,,
2021-01-06,Kedah,42,3278,0,13,,,,,,,
2021-01-06,Pulau Pinang,77,4297,0,9,,,,,,,
2021-01-06,Perak,34,3426,0,18,,,,,,,
2021-01-06,Selangor,965,36641,1,51,,,,,,,
2021-01-06,Negeri Sembilan,125,8361,0,15,,,,,,,
2021-01-06,Melaka,13,1417,0,6,,,,,,,
2021-01-06,Johor,571,7899,0,39,,,,,,,
2021-01-06,Pahang,11,1479,0,8,,,,,,,
2021-01-06,Terengganu,19,395,0,1,,,,,,,
2021-01-06,Kelantan,43,1019,0,9,,,,,,,
2021-01-06,Sabah,405,38960,2,277,,,,,,,
2021-01-06,Sarawak,5,1166,0,19,,,,,,,
2021-01-06,Kuala Lumpur,265,14942,1,33,,,,,,,
2021-01-06,Putrajaya,9,343,0,2,,,,,,,
2021-01-06,Labuan,9,1768,0,9,,,,,,,
2021-01-07,Perlis,0,47,0,1,,,,,,,
2021-01-07,Kedah,30,3308,0,13,,,,,,,
2021-01-07,Pulau Pinang,111,4408,1,10,,,,,,,
2021-01-07,Perak,59,3485,0,18,,,,,,,
2021-01-07,Selangor,706,37347,3,54,,,,,,,
2021-01-07,Negeri Sembilan,63,8424,1,16,,,,,,,
2021-01-07,Melaka,11,1428,0,6,,,,,,,
2021-01-07,Johor,1103,9002,0,39,,,,,,,
2021-01-07,Pahang,25,1504,0,8,,,,,,,
2021-01-07,Terengganu,10,405,0,1,,,,,,,
2021-01-07,Kelantan,66,1085,0,9,,,,,,,
2021-01-07,Sabah,493,39453,1,278,,,,,,,
2021-01-07,Sarawak,14,1180,0,19,,,,,,,
2021-01-07,Kuala Lumpur,316,15641,1,34,,,,,,,
2021-01-07,Putrajaya,17,360,1,3,,,,,,,
